"Course_number","Course_name","Permanent_course_number","Credits","Teacher"
"1122_111801","省思-人､生活､生命","NSDN10016","1.00","陳俞琪、蔡慈儀、廖媛美、林源倍、盧郁安、趙禧綠、戴立嘉、劉佩青"
"1122_111802","健康評估與護理措施實習","NSDN20004","3.00","楊曼華、陳俞琪、廖媛美、胡慧蘭、黃淑鶴、侯宜菁、陳律言、林承霈、李雅萍、呂翠萍、徐清樺、林承萱、徐裳訢、蘇惠文、楊翎玉、劉芷伶"
"1122_111803","創造-人､生活､生命","NSDN10002","1.00","楊秋月、黃淑鶴、侯宜菁、林承霈"
"1122_111804","兒童護理學","NSDN20006","3.00","陳紀雯、王子芳、穆佩芬、張瑞文、劉佩青、楊翠芬、呂立、沈青青、賴鼎璁"
"1122_111805","健康評估與護理措施","NSDN20003","3.00","楊曼華、陳俞琪、蔡慈儀、蔡仁貞、廖媛美、胡慧蘭、侯宜菁、陳律言、林承霈、徐清樺"
"1122_111806","兒童護理學實習","NSDN20007","3.00","陳紀雯、賴品欣、林秀蘭、楊馥菱、黃祖涵、簡莉文、戴怡旻、劉芷伶"
"1122_111807","婦嬰護理學","NSDN20009","3.00","黃久美、蔡慈儀、黃淑鶴、張秀能、柯惠娟、陳淑芬"
"1122_111808","婦嬰護理學實習","NSDN20010","3.00","蔡慈儀、李詩敏、王媛、柯惠娟、林思妤、孫志琪、鍾侑倫、楊雯如、林玉蘭、蔣欣純、方月吟、呂欣芮、許淳?、徐理仁、吳惠茹、魏妡珆、夏惠珍、楊易宏"
"1122_111809","導師時間","NSDN10004","0.00","陳律言、許樹珍、胡慧蘭、周承珍"
"1122_111810","綜合臨床護理學實習(二)","NSDN20021","3.00","劉芷伶、李亭亭、黃淑鶴、鍾若男、明金蓮、林淑娟、王卿凌、盧婉菁"
"1122_111811","護理專業問題研討","NSDN20022","2.00","童恒新、胡慧蘭、周承珍、林麗華"
"1122_111812","護理管理與行政概論實習","NSDN20026","2.00","李亭亭、黃淑鶴、明金蓮、林淑娟、盧婉菁、劉芷伶"
"1122_111813","導師時間","NSDN10004","0.00","陳紀雯、王子芳、邱愛富、楊曼華"
"1122_111814","教學原理與教學法","NSDN10008","2.00","黃淑鶴、黃子庭、陳怡如、陳俞琪、黃久美、宋文旭、王桂芸"
"1122_111815","營養與疾病","NSDN10011","2.00","雷燕萍"
"1122_111816","手術全期護理學實習","NSDN20015","2.00","黃淑鶴、吳慧雯"
"1122_111817","人類發展學(含實習)","NSDN10001","3.00","黃久美、王子芳、陳俞琪、陳紀雯、黃淑鶴、劉佩青"
"1122_111900","微積分(二)","PSPM10014","2.00","黃柏鈞"
"1122_111901","藥用英文名詞與發音","PSPM10035","1.00","姜紹青"
"1122_111902","普通物理學","PSPM10019","3.00","張正宏"
"1122_111903","藥你更棒(二)","PSPM00003","1.00","陳俊太"
"1122_111904","藥你更棒(二)","PSPM00003","1.00","梁美智、陳謄州"
"1122_111905","醫院藥學實習","PSPM20029","10.00","東雅惠、周月卿、張豫立、陳寬軒、李珮甄、鄒嘉玲、許家禎、周千瀅、陳慶鴻、林家潔、黃瑩瑀、盧志嘉、王怡凱、王笙帆、朱裕文、姚彥宏、常宏傳、陳美鈴、呂友敏、林毓雯、郭健文、郭雅惠、陳美瑜、紀兆寧、胡藜方、趙凡琇、廖怡茹、劉兆鴻、張時杰"
"1122_111906","社區藥局實習","PSPM20008","2.00","許銘能"
"1122_111907","初階專題討論(二)","PSPM10007","1.00","胡德民"
"1122_111908","醫院臨床實習","PSPM20030","10.00","姜紹青、黃金洲、楊振昌、林邑璁、張瑞文、蔡佩君、陳育民、彭殿王、蘇建維、陳明翰、陳明晃、唐高駿、周月卿、王鑑瀛、張豫立、陳寬軒、賴昭誠、李珮甄、周中偉、趙大中、顏秀如、江東鴻、吳承學、陳亮宇、周睿信、鄒嘉玲、黃偉銘、許家禎、周千瀅、陳慶鴻、林家潔、黃瑩瑀、盧志嘉、王怡凱、王笙帆、朱裕文、黃鈴茹、陳正彥、李致穎、鍾孟軒、陳美瑜、胡藜方、趙凡琇、廖怡茹、劉兆鴻、馮嘉毅、洪君儀"
"1122_111909","導師時間","PSPM10011","0.00","許銘能、陳日榮"
"1122_111910","進階藥學研究(一)","PSPM20021","5.00","陳惠亭、王孟廷、林滿玉、胡德民、陳日榮、林宥欣、姜紹青、東雅惠、廖曉偉、陳謄州、許銘能、蘇溶真"
"1122_111911","進階藥學研究(六)","PSPM20023","5.00","陳惠亭、王孟廷、林滿玉、胡德民、陳日榮、林宥欣、姜紹青、東雅惠、廖曉偉、陳謄州、許銘能、蘇溶真"
"1122_111912","進階藥學研究(七)","PSPM20034","5.00","陳惠亭、王孟廷、林滿玉、胡德民、陳日榮、林宥欣、姜紹青、東雅惠、廖曉偉、陳謄州、許銘能、蘇溶真"
"1122_111913","進階藥學專題(二)","PSPM20020","1.00","陳惠亭、王孟廷、林滿玉、胡德民、陳日榮、林宥欣、姜紹青、東雅惠、廖曉偉、陳謄州、許銘能、蘇溶真"
"1122_111914","生藥暨中藥藥物學實驗(二)","PSPM20035","0.50","陳日榮"
"1122_111915","藥劑學實驗(一)","PSPM20016","0.50","胡德民"
"1122_111916","藥你更棒(四)","PSPM00004","1.00","林宥欣"
"1122_111917","藥你更棒(四)","PSPM00004","1.00","蘇溶真"
"1122_111918","藥物化學實驗(二)","PSPM20014","0.70","蘇溶真"
"1122_111919","藥物分析實驗","PSPM20012","1.00","廖曉偉、林宥欣"
"1122_111920","導師時間","PSPM00006","0.00","姜紹青、王孟廷"
"1122_111921","有機化學(二)","PSPM10058","2.00","蘇溶真、陳傳霖、陳惠亭"
"1122_111922","初階專題討論(四)","PSPM10008","1.00","胡德民"
"1122_111923","導師時間","PSPM00006","0.00",NULL
"1122_112000","臨床生理學","BEBL20019","2.00","常敏之、黃金洲、林伯剛、黃志賢、邱宏仁、賴冠霖、潘聖衛、陸治雯、余晟豪、丁冠中、彭康政"
"1122_112001","專題討論(A班)","BEBL20004","1.00","涂玉青、楊翠青、張懿欣、黃琤、呂世正、龔思豪、陳奕帆、黃尉倫、洪小雅、蔡雨寰"
"1122_112002","生物技術於醫學之應用","BEBL20013","2.00","吳韋訥、蕭崇瑋、楊翠青、張懿欣、涂玉青、黃琤、蔡有光、呂世正、龔思豪、黃尉倫、蔡雨寰、賴建勳"
"1122_112003","研究論文","BEBL10042","2.00","黃智生"
"1122_112004","專題討論(B班)","BEBL20005","1.00","黃尉倫、楊翠青、張懿欣、涂玉青、黃琤、呂世正、龔思豪、蘇美慈、洪小雅、蔡雨寰、高正彥"
"1122_112005","大三導師時間","BEBL10044","0.00","黃智生、吳韋訥"
"1122_112006","臨床微生物實驗","BEBL20030","1.00","吳韋訥、楊翠青、龔思豪、蘇美慈、洪小雅、李詩益、鄭惠文"
"1122_112007","大四導師時間","BEBL10045","0.00","黃尉倫、涂玉青、龔思豪"
"1122_112008","臨床病毒學","BEBL20031","1.00","龔思豪"
"1122_112009","臨床生化學實驗","BEBL20022","1.00","黃琤、張懿欣、黃尉倫、李麗花、楊舜鈞"
"1122_112010","臨床血清免疫學","BEBL20025","2.00","孫光蕙、涂玉青、呂世正、黃智生、蘇美慈、蔡長祐"
"1122_112011","臨床細菌學","BEBL20024","2.00","吳韋訥、楊翠青、郭富美"
"1122_112012","臨床生化學","BEBL10049","2.00","黃琤、張懿欣、黃尉倫"
"1122_112013","生理學","BEBL10015","4.00","阮琪昌、吳鈺琳、黃娟娟、李怡萱、林惠菁、張原翊、簡千栩、吳莉玲、唐德成"
"1122_112014","分子生物學","BEBL10001","2.00","吳韋訥、黃琤、龔思豪、黃尉倫"
"1122_112015","生理學實驗","BEBL10016","1.00","李怡萱、吳鈺琳、阮琪昌、林惠菁、張原翊、簡千栩、吳莉玲、唐德成"
"1122_112016","臨床鏡檢學實驗","BEBL10026","1.00","黃智生、黃尉倫、蘇美慈、洪小雅、黃憲堂、曾文琴、蔡慧思"
"1122_112017","細胞生物學","BEBL10021","1.00","黃尉倫、黃琤、呂世正、龔思豪"
"1122_112018","臨床鏡檢學","BEBL10025","1.00","黃智生、孫光蕙、呂世正、黃尉倫、洪加政、曾文琴、蔡慧思"
"1122_112019","美麗人生(下)","BEBL10041","1.00","孫光蕙、黃琤、洪小雅"
"1122_112020","精彩人生 (下)","BEBL10040","1.00","楊翠青、張懿欣、蘇美慈"
"1122_112021","毒物化學","BEBL20009","2.00","鄒瀚興、郭憲文、魏國?、黃登福、劉宗榮、毛彥喬、劉秀娟、吳明玲、吳佳芬"
"1122_112022","組織學","BEBL10022","2.00","葉添順、傅毓秀、鄭瓊娟、李學德、王先逸、郭曉縈、蔣偉程"
"1122_112100","普通物理學(二)","BEBE10007","3.00","李泉"
"1122_112101","有機化學實驗","BEBE10010","1.00","駱俊良"
"1122_112102","有機化學","BEBE10009","3.00","駱俊良"
"1122_112103","程式語言","BEBE10011","3.00","陳右穎"
"1122_112104","微積分(二)","BEBE10004","3.00","謝忠村"
"1122_112105","斜槓人生(二)","BEBE00004","1.00","羅俊民"
"1122_112106","斜槓人生(四)","BEBE00006","1.00","劉承揚"
"1122_112107","工程數學(二)","BEBE20011","3.00","江明彰"
"1122_112108","電路學","BEBE20055","3.00","陳右穎"
"1122_112109","電路學實驗","BEBE20056","1.00","陳右穎"
"1122_112110","材料科學導論","BEBE20019","3.00","劉大中"
"1122_112111","科技論文導讀","BEBE20034","2.00","羅俊民"
"1122_112112","材料力學","BEBE20018","3.00","林峻立"
"1122_112113","機動學","BEBE20020","3.00","李泉"
"1122_112114","反應動力學","BEBE20004","3.00","楊明偉"
"1122_112115","臨床工程實務","BEBE20039","1.00","羅俊民、林重榮、林伯剛、張誌剛、郭昭宏、鄭銘輝、吳思賢、游偉光、蔡依霖、劉馨惠、鄭淑娟"
"1122_112116","專題研究(一)","BEBE20005","1.00","醫工系"
"1122_112117","專題研究(二)","BEBE20007","1.00","醫工系、江惠華、詹家泰、劉澤英、陳右穎、江明彰、駱俊良、李泉、賴穎暉、劉大中、蕭慶華、張智銘"
"1122_112118","專題研究(四)","BEBE20008","1.00","醫工系、江惠華、詹家泰、陳右穎、林峻立、江明彰、駱俊良、賴穎暉、劉大中、蕭慶華、張智銘"
"1122_112119","電子學(二)","BEBE20049","3.00","賴穎暉"
"1122_112120","電子學實驗(二)","BEBE20051","1.00","賴穎暉"
"1122_112121","高分子科學","BEBE20057","3.00","駱俊良"
"1122_112122","量測與儀表實驗","BEBE20047","1.00","劉承揚"
"1122_112123","臨床醫學概論","BEBE20038","3.00","江明彰"
"1122_112125","斜槓人生(二)","BEBE00004","1.00","江明彰"
"1122_112126","斜槓人生(二)","BEBE00004","1.00","李泉"
"1122_112127","斜槓人生(四)","BEBE00006","1.00","駱俊良"
"1122_112128","斜槓人生(四)","BEBE00006","1.00","劉大中"
"1122_112129","大三導師時間","BEBE10014","0.00","江惠華、陳右穎、賴穎暉"
"1122_112130","大四導師時間","BEBE10015","0.00","劉澤英、詹家泰"
"1122_112131","普通物理學實驗","BEBE10008","1.00","李卓穎、陳星宇"
"1122_112132","訊號與系統","BEBE20042","3.00","朱唯勤"
"1122_112200","普通物理學實驗","BEPT10023","1.00","宋文旭、陳星宇"
"1122_112201","表面解剖學","BEPT10045","2.00","林吟亮、王子娟、施怡芬、蔡美文、黃崇舜"
"1122_112202","肌動學","BEPT10042","2.00","施怡芬、李淑貞、周立偉、黃崇舜、林吟亮"
"1122_112203","物理治療臨床服務","BEPT10058","1.00","林吟亮、王子娟、王瑞瑤、施怡芬、陳振昇、李淑貞、李雪楨、蔡美文、宋文旭、羅鴻基、施惠婷、朱俊榮、董阜玲、江威漢、陳祐榕、林永章、林珊如、魏敏如、鄭董絢、莊頌音、黃心怡、曾裕良、徐瑞隆、陳元劭、陳薇如、高嘉瑄、游玉菁、黃安華、蔡佳容、林維萱、林佩伶、秦雅玲、方婉羽、楊祥生、張簡書勝、葉姵君、蔣志豪、邵芙昕、洪詩雯、呂怡慧、蕭茗榕、喻大忠、蔡明倫、黃建儒、莊邵雯、李肇中、李怡安、袁婉齡、宋敦仁、林婕妤、陳佳伶、黃琬葶、高宜暄、莊雅雯、周玟玲、張伸睿、許書旋、黃亭瑜、陳恩賜、厲真、張紋蜜、蔡瑋祺、杜俊宏、張育嘉、張娟青、張杏妃、吳汶儒、黃冠樺、盧小惠、楊雅如、張志謙、李名哲、羅士倫、巫俊杉、王禎、王祚萱、顏如欣、吳嘉偉、杜禹昇、張詠家、翁昀秀、陳詠馨、張立萱、陳琬婷、王佩茹、何美達、黃政溶、洪素鶯、黃佳琦、陳慧玲"
"1122_112204","運動生理學","BEPT10052","2.00","陳喬男"
"1122_112205","皮拉提斯復健(一)","BEPT20041","2.00","張德裕"
"1122_112206","兒童發展與健康","BEPT20004","3.00","楊翠芬、羅鴻基、傅中珮、莊頌音、莊雅琴、鄭玲宜、鍾玉梅、陳玉蘭、張妙鄉"
"1122_112207","實證醫學概論","BEPT20016","1.00","施惠婷、王瑞瑤、施怡芬、楊雅如、陳喬男、李雪楨、蔡美文、黃崇舜、林吟亮"
"1122_112208","學士專題研究(三)","BEPT20013","1.00","物治輔具系"
"1122_112209","學士專題研究(二)","BEPT20014","1.00","物治輔具系"
"1122_112210","臨床見習(二)","BEPT20064","1.00","林吟亮、王子娟、施怡芬、李雪楨、黃崇舜、張正琪、朱俊榮、陳子敬、董阜玲、陳祐榕、張世昌、黃心怡、林郁珊、陳慧玲、徐瑞隆、朱琬婷、葉姵君、邵芙昕、呂怡慧、蕭茗榕、喻大忠、蔡明倫、黃建儒、李怡安、宋敦仁、黃琬葶、高宜暄、莊雅雯、周玟玲、許書旋、黃亭瑜、陳恩賜、厲真、魏士傑、杜俊宏、張娟青、吳汶儒、林松佑、曾俊智、李建志、許穎昌、張志謙、李名哲、羅士倫、巫俊杉、王禎、王祚萱、顏如欣、彭思瑋、潘宜文、林慧芬、陳詠馨、張立萱、陳琬婷、楊政浩、吳率璠、程冠傑、賴亮穎、林筱真、騰婷、陳孟謙、林倩如、龍柏蔓、洪素鶯、陳慧玲"
"1122_112211","皮膚物理治療學","BEPT20040","1.00","周立偉、彭成康、林之勛、王天祥、陳梅君、翁立窈、涂育嫺、宋有礪、陳偉修"
"1122_112212","兒童物理治療學(二)","BEPT20002","2.00","羅鴻基、李淑貞、莊頌音、徐維憶、巫俊杉、葉如晴、黃湘茹、劉妍羚"
"1122_112213","物理治療鑑別診斷(一)","BEPT20024","2.00","謝至?、王子娟、施怡芬、楊雅如、陳喬男、蔡美文"
"1122_112214","神經物理治療學(二)","BEPT20044","2.00","李淑貞、王瑞瑤、楊雅如、李雪楨、蔡美文、施惠婷、林子崴、邵軒琳"
"1122_112215","神經物理治療學實作(二)","BEPT20046","1.00","李淑貞、王瑞瑤、楊雅如、李雪楨、蔡美文、施惠婷、劉宇菁、邵軒琳"
"1122_112216","神經醫學概論","BEPT20047","1.00","王署君、李宜中、傅中玲、王嚴鋒、紀乃方、林浚仁、蔣漢琳、施彥丞"
"1122_112217","脊椎矯正學(二)","BEPT20061","1.00","朱俊榮"
"1122_112218","基礎輔具評估學","BEPT20009","4.00","李淑貞、涂育嫺、張家綺、盧玠民、林中竹、楊忠一、洪友誠"
"1122_112219","臨床見習(四)","BEPT20065","1.00","蔡美文、李淑貞、李雪楨、羅鴻基、施惠婷、張世昌、黃心怡、林郁珊、李仁婷、朱琬婷、邵軒琳、林松佑、張志謙、羅士倫、巫俊杉、潘宜文、賴亮穎、林筱真、騰婷、陳孟謙、林倩如、龍柏蔓、陳靖沂、洪素鶯、林子崴"
"1122_112220","兒童物理治療學實作","BEPT20003","1.00","羅鴻基、李淑貞、莊頌音、陳薇如、徐維憶、巫俊杉、葉如晴、黃湘茹、劉妍羚"
"1122_112221","物理治療臨床實習(四)","BEPT20037","4.00","羅鴻基、陳喬男、周立偉"
"1122_112222","物理治療臨床實習(五)","BEPT20036","4.00","羅鴻基、黃崇舜、林吟亮"
"1122_112223","物理治療臨床實習(六)","BEPT20034","4.00","羅鴻基、王子娟"
"1122_112224","物理治療臨床實習(七)","BEPT20027","2.00","羅鴻基、王瑞瑤、施怡芬"
"1122_112225","物理治療臨床實習(八)","BEPT20033","2.00","羅鴻基、楊雅如、李淑貞"
"1122_112226","物理治療臨床實習(九)","BEPT20032","2.00","羅鴻基、李雪楨、蔡美文"
"1122_112227","物理治療臨床實習(十)","BEPT20030","2.00","羅鴻基、陳喬男、周立偉"
"1122_112228","物理治療臨床實習(十一)","BEPT20029","2.00","羅鴻基、黃崇舜、林吟亮"
"1122_112229","物理治療臨床實習(十二)","BEPT20031","2.00","羅鴻基、王子娟"
"1122_112230","懸吊運動治療的理論基礎與臨床應用","BEPT20080","1.00","羅鴻基、巫俊杉、李哲緯"
"1122_112231","物理治療臨床實習(二)","BEPT20035","4.00","羅鴻基、楊雅如、李淑貞"
"1122_112232","物理治療臨床實習(三)","BEPT20028","4.00","羅鴻基、李雪楨、蔡美文"
"1122_112233","生物力學","BEPT10035","2.00","林吟亮、蔚順華、吳孝觀"
"1122_112234","輔具研發概論","BEPT10049","1.00","陳振昇、蔚順華、游忠煌、宋文旭、周立偉、吳孝觀"
"1122_112235","物理因子治療學(二)","BEPT20038","2.00","周立偉、楊雅如、董阜玲、杜俊宏"
"1122_112236","物理因子治療學實作","BEPT20039","1.00","周立偉、楊雅如、董阜玲"
"1122_112237","神經科學","BEPT20048","2.00","王瑞瑤、楊雅如"
"1122_112238","肌肉骨骼物理治療學(一)","BEPT20056","4.00","王子娟、施怡芬、李雪楨、黃崇舜、林吟亮、陳協慶、陳月霞、陳怡同、白淳升、范錦蕙"
